em ,dataset,subject,video,onset,apex,offset,emotion,au,type,duration_frame_full,duration_time_full,duration_frame_half,duration_time_half,Inducement Code,Classes,Notes,selfReport,remarks,filename,length
18,SMIC_HS,s3,ne_07,307920,-1,307950,negative,,micro-expression,31,0.31,-307920,-3079.2,,,,,,,
19,SMIC_HS,s3,ne_08,325380,-1,325420,negative,,micro-expression,41,0.41,-325380,-3253.8,,,,,,,
20,SMIC_HS,s3,ne_09,357430,-1,357450,negative,,micro-expression,21,0.21,-357430,-3574.3,,,,,,,
21,SMIC_HS,s3,ne_10,358085,-1,358115,negative,,micro-expression,31,0.31,-358085,-3580.85,,,,,,,
22,SMIC_HS,s3,ne_11,362132,-1,362157,negative,,micro-expression,26,0.26,-362132,-3621.32,,,,,,,
23,SMIC_HS,s3,ne_12,365106,-1,365128,negative,,micro-expression,23,0.23,-365106,-3651.06,,,,,,,
24,SMIC_HS,s3,ne_13,388781,-1,388811,negative,,micro-expression,31,0.31,-388781,-3887.81,,,,,,,
25,SMIC_HS,s3,ne_14,401504,-1,401533,negative,,micro-expression,30,0.3,-401504,-4015.04,,,,,,,
26,SMIC_HS,s3,ne_15,406314,-1,406348,negative,,micro-expression,35,0.35,-406314,-4063.14,,,,,,,
27,SMIC_HS,s3,ne_16,409046,-1,409063,negative,,micro-expression,18,0.18,-409046,-4090.46,,,,,,,
28,SMIC_HS,s3,ne_17,425101,-1,425134,negative,,micro-expression,34,0.34,-425101,-4251.01,,,,,,,
29,SMIC_HS,s3,ne_18,425330,-1,425369,negative,,micro-expression,40,0.4,-425330,-4253.3,,,,,,,
30,SMIC_HS,s3,ne_19,425879,-1,425918,negative,,micro-expression,40,0.4,-425879,-4258.79,,,,,,,
31,SMIC_HS,s3,ne_20,426679,-1,426709,negative,,micro-expression,31,0.31,-426679,-4266.79,,,,,,,
32,SMIC_HS,s3,ne_21,427607,-1,427626,negative,,micro-expression,20,0.2,-427607,-4276.07,,,,,,,
33,SMIC_HS,s3,ne_22,443812,-1,443834,negative,,micro-expression,23,0.23,-443812,-4438.12,,,,,,,
34,SMIC_HS,s3,po_01,272800,-1,272825,positive,,micro-expression,26,0.26,-272800,-2728,,,,,,,
35,SMIC_HS,s3,po_02,291386,-1,291419,positive,,micro-expression,34,0.34,-291386,-2913.86,,,,,,,
36,SMIC_HS,s3,po_03,293422,-1,293440,positive,,micro-expression,19,0.19,-293422,-2934.22,,,,,,,
37,SMIC_HS,s3,po_04,294795,-1,294820,positive,,micro-expression,26,0.26,-294795,-2947.95,,,,,,,
38,SMIC_HS,s3,po_05,304630,-1,304660,positive,,micro-expression,31,0.31,-304630,-3046.3,,,,,,,
39,SMIC_HS,s3,po_06,379734,-1,379759,positive,,micro-expression,26,0.26,-379734,-3797.34,,,,,,,
40,SMIC_HS,s3,po_07,387920,-1,387958,positive,,micro-expression,39,0.39,-387920,-3879.2,,,,,,,
41,SMIC_HS,s3,po_08,402194,-1,402225,positive,,micro-expression,32,0.32,-402194,-4021.94,,,,,,,
42,SMIC_HS,s3,po_09,402936,-1,402973,positive,,micro-expression,38,0.38,-402936,-4029.36,,,,,,,
43,SMIC_HS,s3,po_10,442880,-1,442902,positive,,micro-expression,23,0.23,-442880,-4428.8,,,,,,,
44,SMIC_HS,s3,po_11,443304,-1,443319,positive,,micro-expression,16,0.16,-443304,-4433.04,,,,,,,
45,SMIC_HS,s3,sur_01,308860,-1,308890,surprise,,micro-expression,31,0.31,-308860,-3088.6,,,,,,,
46,SMIC_HS,s3,sur_02,397654,-1,397673,surprise,,micro-expression,20,0.2,-397654,-3976.54,,,,,,,
47,SMIC_HS,s3,sur_03,399885,-1,399905,surprise,,micro-expression,21,0.21,-399885,-3998.85,,,,,,,
48,SMIC_HS,s3,sur_04,401806,-1,401845,surprise,,micro-expression,40,0.4,-401806,-4018.06,,,,,,,
49,SMIC_HS,s3,sur_05,402300,-1,402327,surprise,,micro-expression,28,0.28,-402300,-4023,,,,,,,
50,SMIC_HS,s3,sur_06,403395,-1,403415,surprise,,micro-expression,21,0.21,-403395,-4033.95,,,,,,,
51,SMIC_HS,s4,ne_01,104317,-1,104347,negative,,micro-expression,31,0.31,-104317,-1043.17,,,,,,,
52,SMIC_HS,s4,ne_02,147350,-1,147373,negative,,micro-expression,24,0.24,-147350,-1473.5,,,,,,,
53,SMIC_HS,s4,ne_03,148798,-1,148821,negative,,micro-expression,24,0.24,-148798,-1487.98,,,,,,,
54,SMIC_HS,s4,ne_04,219199,-1,219230,negative,,micro-expression,32,0.32,-219199,-2191.99,,,,,,,
55,SMIC_HS,s4,ne_05,219343,-1,219361,negative,,micro-expression,19,0.19,-219343,-2193.43,,,,,,,
56,SMIC_HS,s4,ne_06,219413,-1,219435,negative,,micro-expression,23,0.23,-219413,-2194.13,,,,,,,
57,SMIC_HS,s4,ne_07,229561,-1,229587,negative,,micro-expression,27,0.27,-229561,-2295.61,,,,,,,
58,SMIC_HS,s4,ne_08,230055,-1,230079,negative,,micro-expression,25,0.25,-230055,-2300.55,,,,,,,
59,SMIC_HS,s4,ne_09,232225,-1,232253,negative,,micro-expression,29,0.29,-232225,-2322.25,,,,,,,
60,SMIC_HS,s4,ne_10,244824,-1,244857,negative,,micro-expression,34,0.34,-244824,-2448.24,,,,,,,
61,SMIC_HS,s4,po_01,36219,-1,36250,positive,,micro-expression,32,0.32,-36219,-362.19,,,,,,,
62,SMIC_HS,s4,po_02,82525,-1,82544,positive,,micro-expression,20,0.2,-82525,-825.25,,,,,,,
63,SMIC_HS,s4,po_03,166242,-1,166277,positive,,micro-expression,36,0.36,-166242,-1662.42,,,,,,,
64,SMIC_HS,s4,po_04,191963,-1,191991,positive,,micro-expression,29,0.29,-191963,-1919.63,,,,,,,
65,SMIC_HS,s4,sur_01,62922,-1,62965,surprise,,micro-expression,44,0.44,-62922,-629.22,,,,,,,
66,SMIC_HS,s4,sur_02,69757,-1,69789,surprise,,micro-expression,33,0.33,-69757,-697.57,,,,,,,
67,SMIC_HS,s4,sur_03,85893,-1,85916,surprise,,micro-expression,24,0.24,-85893,-858.93,,,,,,,
68,SMIC_HS,s4,sur_04,89333,-1,89352,surprise,,micro-expression,20,0.2,-89333,-893.33,,,,,,,
69,SMIC_HS,s4,sur_05,196085,-1,196109,surprise,,micro-expression,25,0.25,-196085,-1960.85,,,,,,,
70,SMIC_HS,s5,ne_01,1038175,-1,1038204,negative,,micro-expression,30,0.3,-1038175,-10381.75,,,,,,,
71,SMIC_HS,s5,sur_01,888353,-1,888395,surprise,,micro-expression,43,0.43,-888353,-8883.53,,,,,,,
72,SMIC_HS,s6,ne_01,397681,-1,397720,negative,,micro-expression,40,0.4,-397681,-3976.81,,,,,,,
73,SMIC_HS,s6,ne_02,431016,-1,431050,negative,,micro-expression,35,0.35,-431016,-4310.16,,,,,,,
74,SMIC_HS,s6,sur_01,377459,-1,377483,surprise,,micro-expression,25,0.25,-377459,-3774.59,,,,,,,
75,SMIC_HS,s6,sur_02,465510,-1,465550,surprise,,micro-expression,41,0.41,-465510,-4655.1,,,,,,,
76,SMIC_HS,s8,ne_01,252626,-1,252665,negative,,micro-expression,40,0.4,-252626,-2526.26,,,,,,,
77,SMIC_HS,s8,ne_02,253559,-1,253586,negative,,micro-expression,28,0.28,-253559,-2535.59,,,,,,,
78,SMIC_HS,s8,ne_03,253737,-1,253764,negative,,micro-expression,28,0.28,-253737,-2537.37,,,,,,,
79,SMIC_HS,s8,ne_04,268321,-1,268357,negative,,micro-expression,37,0.37,-268321,-2683.21,,,,,,,
80,SMIC_HS,s8,ne_05,392225,-1,392265,negative,,micro-expression,41,0.41,-392225,-3922.25,,,,,,,
81,SMIC_HS,s8,ne_06,389675,-1,389722,negative,,micro-expression,48,0.48,-389675,-3896.75,,,,,,,
82,SMIC_HS,s8,ne_07,394020,-1,394042,negative,,micro-expression,23,0.23,-394020,-3940.2,,,,,,,
83,SMIC_HS,s8,ne_08,399100,-1,399127,negative,,micro-expression,28,0.28,-399100,-3991,,,,,,,
84,SMIC_HS,s8,ne_09,416956,-1,416995,negative,,micro-expression,40,0.4,-416956,-4169.56,,,,,,,
85,SMIC_HS,s8,po_01,305253,-1,305289,positive,,micro-expression,37,0.37,-305253,-3052.53,,,,,,,
86,SMIC_HS,s8,po_02,332684,-1,332711,positive,,micro-expression,28,0.28,-332684,-3326.84,,,,,,,
87,SMIC_HS,s8,po_03,405004,-1,405035,positive,,micro-expression,32,0.32,-405004,-4050.04,,,,,,,
88,SMIC_HS,s8,po_04,406204,-1,406244,positive,,micro-expression,41,0.41,-406204,-4062.04,,,,,,,
89,SMIC_HS,s9,po_01,72643,-1,72684,positive,,micro-expression,42,0.42,-72643,-726.43,,,,,,,
90,SMIC_HS,s9,sur_01,61206,-1,61232,surprise,,micro-expression,27,0.27,-61206,-612.06,,,,,,,
91,SMIC_HS,s9,sur_02,61250,-1,61291,surprise,,micro-expression,42,0.42,-61250,-612.5,,,,,,,
92,SMIC_HS,s9,sur_03,91099,-1,91137,surprise,,micro-expression,39,0.39,-91099,-910.99,,,,,,,
93,SMIC_HS,s11,ne_01,425358,-1,425378,negative,,micro-expression,21,0.21,-425358,-4253.58,,,,,,,
94,SMIC_HS,s11,ne_02,514569,-1,514599,negative,,micro-expression,31,0.31,-514569,-5145.69,,,,,,,
95,SMIC_HS,s11,ne_03,559504,-1,559544,negative,,micro-expression,41,0.41,-559504,-5595.04,,,,,,,
96,SMIC_HS,s11,po_01,472873,-1,472921,positive,,micro-expression,49,0.49,-472873,-4728.73,,,,,,,
97,SMIC_HS,s11,po_02,609978,-1,610025,positive,,micro-expression,48,0.48,-609978,-6099.78,,,,,,,
98,SMIC_HS,s11,po_03,622777,-1,622820,positive,,micro-expression,44,0.44,-622777,-6227.77,,,,,,,
99,SMIC_HS,s11,sur_01,653392,-1,653423,surprise,,micro-expression,32,0.32,-653392,-6533.92,,,,,,,
100,SMIC_HS,s12,po_01,8463663,-1,8463712,positive,,micro-expression,50,0.5,-8463663,-84636.63,,,,,,,
101,SMIC_HS,s12,po_02,8468220,-1,8468245,positive,,micro-expression,26,0.26,-8468220,-84682.2,,,,,,,
102,SMIC_HS,s12,po_03,8473248,-1,8473294,positive,,micro-expression,47,0.47,-8473248,-84732.48,,,,,,,
103,SMIC_HS,s12,po_04,8556703,-1,8556730,positive,,micro-expression,28,0.28,-8556703,-85567.03,,,,,,,
104,SMIC_HS,s12,po_05,8557042,-1,8557072,positive,,micro-expression,31,0.31,-8557042,-85570.42,,,,,,,
105,SMIC_HS,s12,po_06,8559942,-1,8559981,positive,,micro-expression,40,0.4,-8559942,-85599.42,,,,,,,
106,SMIC_HS,s12,po_07,8596344,-1,8596393,positive,,micro-expression,50,0.5,-8596344,-85963.44,,,,,,,
107,SMIC_HS,s12,po_08,8641010,-1,8641050,positive,,micro-expression,41,0.41,-8641010,-86410.1,,,,,,,
108,SMIC_HS,s12,sur_01,8394314,-1,8394351,surprise,,micro-expression,38,0.38,-8394314,-83943.14,,,,,,,
109,SMIC_HS,s13,po_01,90884,-1,90929,positive,,micro-expression,46,0.46,-90884,-908.84,,,,,,,
110,SMIC_HS,s13,po_02,92721,-1,92753,positive,,micro-expression,33,0.33,-92721,-927.21,,,,,,,
111,SMIC_HS,s13,po_03,93081,-1,93117,positive,,micro-expression,37,0.37,-93081,-930.81,,,,,,,
112,SMIC_HS,s13,po_04,93850,-1,93899,positive,,micro-expression,50,0.5,-93850,-938.5,,,,,,,
113,SMIC_HS,s13,po_05,94312,-1,94358,positive,,micro-expression,47,0.47,-94312,-943.12,,,,,,,
114,SMIC_HS,s13,po_06,103371,-1,103412,positive,,micro-expression,42,0.42,-103371,-1033.71,,,,,,,
115,SMIC_HS,s13,po_07,109647,-1,109677,positive,,micro-expression,31,0.31,-109647,-1096.47,,,,,,,
116,SMIC_HS,s13,po_08,110314,-1,110349,positive,,micro-expression,36,0.36,-110314,-1103.14,,,,,,,
117,SMIC_HS,s13,po_09,141444,-1,141484,positive,,micro-expression,41,0.41,-141444,-1414.44,,,,,,,
118,SMIC_HS,s13,po_10,143012,-1,143057,positive,,micro-expression,46,0.46,-143012,-1430.12,,,,,,,
119,SMIC_HS,s14,ne_01,34208,-1,34258,negative,,micro-expression,51,0.51,-34208,-342.08,,,,,,,
120,SMIC_HS,s14,ne_02,37634,-1,37671,negative,,micro-expression,38,0.38,-37634,-376.34,,,,,,,
121,SMIC_HS,s14,ne_03,199541,-1,199598,negative,,micro-expression,58,0.58,-199541,-1995.41,,,,,,,
122,SMIC_HS,s14,po_01,212541,-1,212590,positive,,micro-expression,50,0.5,-212541,-2125.41,,,,,,,
123,SMIC_HS,s14,po_02,285183,-1,285231,positive,,micro-expression,49,0.49,-285183,-2851.83,,,,,,,
124,SMIC_HS,s14,sur_01,81902,-1,81939,surprise,,micro-expression,38,0.38,-81902,-819.02,,,,,,,
125,SMIC_HS,s14,sur_02,86607,-1,86642,surprise,,micro-expression,36,0.36,-86607,-866.07,,,,,,,
126,SMIC_HS,s14,sur_03,106337,-1,106375,surprise,,micro-expression,39,0.39,-106337,-1063.37,,,,,,,
127,SMIC_HS,s14,sur_04,233391,-1,233435,surprise,,micro-expression,45,0.45,-233391,-2333.91,,,,,,,
128,SMIC_HS,s14,sur_05,278976,-1,279016,surprise,,micro-expression,41,0.41,-278976,-2789.76,,,,,,,
129,SMIC_HS,s15,ne_01,729591,-1,729640,negative,,micro-expression,50,0.5,-729591,-7295.91,,,,,,,
130,SMIC_HS,s15,po_01,923822,-1,923870,positive,,micro-expression,49,0.49,-923822,-9238.22,,,,,,,
131,SMIC_HS,s15,sur_01,835624,-1,835656,surprise,,micro-expression,33,0.33,-835624,-8356.24,,,,,,,
132,SMIC_HS,s15,sur_02,925646,-1,925686,surprise,,micro-expression,41,0.41,-925646,-9256.46,,,,,,,
133,SMIC_HS,s18,ne_01,1644341,-1,1644379,negative,,micro-expression,39,0.39,-1644341,-16443.41,,,,,,,
134,SMIC_HS,s18,ne_02,1760613,-1,1760658,negative,,micro-expression,46,0.46,-1760613,-17606.13,,,,,,,
135,SMIC_HS,s18,sur_01,1642685,-1,1642721,surprise,,micro-expression,37,0.37,-1642685,-16426.85,,,,,,,
136,SMIC_HS,s18,sur_02,1692902,-1,1692933,surprise,,micro-expression,32,0.32,-1692902,-16929.02,,,,,,,
137,SMIC_HS,s18,sur_03,1695782,-1,1695809,surprise,,micro-expression,28,0.28,-1695782,-16957.82,,,,,,,
138,SMIC_HS,s18,sur_04,1712971,-1,1713006,surprise,,micro-expression,36,0.36,-1712971,-17129.71,,,,,,,
139,SMIC_HS,s18,sur_05,1859405,-1,1859444,surprise,,micro-expression,40,0.4,-1859405,-18594.05,,,,,,,
140,SMIC_HS,s19,po_01,32615570,-1,32615604,positive,,micro-expression,35,0.35,-32615570,-326155.7,,,,,,,
141,SMIC_HS,s19,sur_01,32483855,-1,32483904,surprise,,micro-expression,50,0.5,-32483855,-324838.55,,,,,,,
142,SMIC_HS,s20,ne_01,17581039,-1,17581055,negative,,micro-expression,17,0.17,-17581039,-175810.39,,,,,,,
143,SMIC_HS,s20,ne_02,17581713,-1,17581744,negative,,micro-expression,32,0.32,-17581713,-175817.13,,,,,,,
144,SMIC_HS,s20,ne_03,17625391,-1,17625424,negative,,micro-expression,34,0.34,-17625391,-176253.91,,,,,,,
145,SMIC_HS,s20,ne_04,17651135,-1,17651157,negative,,micro-expression,23,0.23,-17651135,-176511.35,,,,,,,
146,SMIC_HS,s20,ne_05,17664393,-1,17664423,negative,,micro-expression,31,0.31,-17664393,-176643.93,,,,,,,
147,SMIC_HS,s20,ne_06,17668815,-1,17668835,negative,,micro-expression,21,0.21,-17668815,-176688.15,,,,,,,
148,SMIC_HS,s20,ne_07,17668953,-1,17668969,negative,,micro-expression,17,0.17,-17668953,-176689.53,,,,,,,
149,SMIC_HS,s20,ne_08,17670640,-1,17670684,negative,,micro-expression,45,0.45,-17670640,-176706.4,,,,,,,
150,SMIC_HS,s20,ne_09,17678517,-1,17678552,negative,,micro-expression,36,0.36,-17678517,-176785.17,,,,,,,
151,SMIC_HS,s20,ne_10,17707991,-1,17708009,negative,,micro-expression,19,0.19,-17707991,-177079.91,,,,,,,
152,SMIC_HS,s20,ne_11,17841447,-1,17841478,negative,,micro-expression,32,0.32,-17841447,-178414.47,,,,,,,
153,SMIC_HS,s20,ne_12,17832772,-1,17832809,negative,,micro-expression,38,0.38,-17832772,-178327.72,,,,,,,
154,SMIC_HS,s20,ne_13,17835887,-1,17835924,negative,,micro-expression,38,0.38,-17835887,-178358.87,,,,,,,
155,SMIC_HS,s20,ne_14,17837691,-1,17837740,negative,,micro-expression,50,0.5,-17837691,-178376.91,,,,,,,
156,SMIC_HS,s20,po_01,17598752,-1,17598798,positive,,micro-expression,47,0.47,-17598752,-175987.52,,,,,,,
157,SMIC_HS,s20,po_02,17646868,-1,17646910,positive,,micro-expression,43,0.43,-17646868,-176468.68,,,,,,,
158,SMIC_HS,s20,po_03,17748546,-1,17748570,positive,,micro-expression,25,0.25,-17748546,-177485.46,,,,,,,
159,SMIC_HS,s20,sur_01,17597115,-1,17597152,surprise,,micro-expression,38,0.38,-17597115,-175971.15,,,,,,,
160,SMIC_HS,s20,sur_02,17692849,-1,17692870,surprise,,micro-expression,22,0.22,-17692849,-176928.49,,,,,,,
161,SMIC_HS,s20,sur_03,17761454,-1,17761502,surprise,,micro-expression,49,0.49,-17761454,-177614.54,,,,,,,
162,SMIC_HS,s20,sur_04,17763111,-1,17763151,surprise,,micro-expression,41,0.41,-17763111,-177631.11,,,,,,,
163,SMIC_HS,s20,sur_05,17771577,-1,17771600,surprise,,micro-expression,24,0.24,-17771577,-177715.77,,,,,,,
0,SMIC_VIS,s11,ne_01,8160,-1,8165,negative,,micro-expression,6,0.24,-8160,-326.4,,,,,,,
1,SMIC_VIS,s11,ne_02,30132,-1,30139,negative,,micro-expression,8,0.32,-30132,-1205.28,,,,,,,
2,SMIC_VIS,s11,ne_03,41391,-1,41400,negative,,micro-expression,10,0.4,-41391,-1655.64,,,,,,,
3,SMIC_VIS,s11,po_01,19980,-1,19991,positive,,micro-expression,12,0.48,-19980,-799.2,,,,,,,
4,SMIC_VIS,s11,po_02,55035,-1,55046,positive,,micro-expression,12,0.48,-55035,-2201.4,,,,,,,
5,SMIC_VIS,s11,po_03,57243,-1,57253,positive,,micro-expression,11,0.44,-57243,-2289.72,,,,,,,
6,SMIC_VIS,s11,sur_01,64913,-1,64920,surprise,,micro-expression,8,0.32,-64913,-2596.52,,,,,,,
7,SMIC_VIS,s12,po_01,23621,-1,23633,positive,,micro-expression,13,0.52,-23621,-944.84,,,,,,,
8,SMIC_VIS,s12,po_02,24760,-1,24766,positive,,micro-expression,7,0.28,-24760,-990.4,,,,,,,
9,SMIC_VIS,s12,po_03,26017,-1,26028,positive,,micro-expression,12,0.48,-26017,-1040.68,,,,,,,
10,SMIC_VIS,s12,po_04,46931,-1,46937,positive,,micro-expression,7,0.28,-46931,-1877.24,,,,,,,
11,SMIC_VIS,s12,po_05,47014,-1,47021,positive,,micro-expression,8,0.32,-47014,-1880.56,,,,,,,
12,SMIC_VIS,s12,po_06,47741,-1,47750,positive,,micro-expression,10,0.4,-47741,-1909.64,,,,,,,
13,SMIC_VIS,s12,po_07,56861,-1,56872,positive,,micro-expression,12,0.48,-56861,-2274.44,,,,,,,
14,SMIC_VIS,s12,po_08,68052,-1,68061,positive,,micro-expression,10,0.4,-68052,-2722.08,,,,,,,
15,SMIC_VIS,s12,sur_01,6245,-1,6253,surprise,,micro-expression,9,0.36,-6245,-249.8,,,,,,,
16,SMIC_VIS,s13,po_01,20022,-1,20032,positive,,micro-expression,11,0.44,-20022,-800.88,,,,,,,
17,SMIC_VIS,s13,po_02,20481,-1,20489,positive,,micro-expression,9,0.36,-20481,-819.24,,,,,,,
18,SMIC_VIS,s13,po_03,20573,-1,20581,positive,,micro-expression,9,0.36,-20573,-822.92,,,,,,,
19,SMIC_VIS,s13,po_04,20763,-1,20775,positive,,micro-expression,13,0.52,-20763,-830.52,,,,,,,
20,SMIC_VIS,s13,po_05,20881,-1,20891,positive,,micro-expression,11,0.44,-20881,-835.24,,,,,,,
21,SMIC_VIS,s13,po_06,23150,-1,23159,positive,,micro-expression,10,0.4,-23150,-926,,,,,,,
22,SMIC_VIS,s13,po_07,24722,-1,24730,positive,,micro-expression,9,0.36,-24722,-988.88,,,,,,,
23,SMIC_VIS,s13,po_08,24889,-1,24897,positive,,micro-expression,9,0.36,-24889,-995.56,,,,,,,
24,SMIC_VIS,s13,po_09,32688,-1,32697,positive,,micro-expression,10,0.4,-32688,-1307.52,,,,,,,
25,SMIC_VIS,s13,po_10,33083,-1,33093,positive,,micro-expression,11,0.44,-33083,-1323.32,,,,,,,
26,SMIC_VIS,s14,ne_01,6518,-1,6530,negative,,micro-expression,13,0.52,-6518,-260.72,,,,,,,
27,SMIC_VIS,s14,ne_02,7378,-1,7386,negative,,micro-expression,9,0.36,-7378,-295.12,,,,,,,
28,SMIC_VIS,s14,ne_03,47941,-1,47953,negative,,micro-expression,13,0.52,-47941,-1917.64,,,,,,,
29,SMIC_VIS,s14,po_01,51200,-1,51212,positive,,micro-expression,13,0.52,-51200,-2048,,,,,,,
30,SMIC_VIS,s14,po_02,69396,-1,69408,positive,,micro-expression,13,0.52,-69396,-2775.84,,,,,,,
31,SMIC_VIS,s14,sur_01,18468,-1,18476,surprise,,micro-expression,9,0.36,-18468,-738.72,,,,,,,
32,SMIC_VIS,s14,sur_02,19646,-1,19655,surprise,,micro-expression,10,0.4,-19646,-785.84,,,,,,,
33,SMIC_VIS,s14,sur_03,24588,-1,24596,surprise,,micro-expression,9,0.36,-24588,-983.52,,,,,,,
34,SMIC_VIS,s14,sur_04,56420,-1,56432,surprise,,micro-expression,13,0.52,-56420,-2256.8,,,,,,,
35,SMIC_VIS,s14,sur_05,67842,-1,67852,surprise,,micro-expression,11,0.44,-67842,-2713.68,,,,,,,
36,SMIC_VIS,s15,ne_01,16037,-1,16049,negative,,micro-expression,13,0.52,-16037,-641.48,,,,,,,
37,SMIC_VIS,s15,po_01,64702,-1,64713,positive,,micro-expression,12,0.48,-64702,-2588.08,,,,,,,
38,SMIC_VIS,s15,sur_01,42603,-1,42611,surprise,,micro-expression,9,0.36,-42603,-1704.12,,,,,,,
39,SMIC_VIS,s15,sur_02,65160,-1,65169,surprise,,micro-expression,10,0.4,-65160,-2606.4,,,,,,,
40,SMIC_VIS,s18,ne_01,9191,-1,9200,negative,,micro-expression,10,0.4,-9191,-367.64,,,,,,,
41,SMIC_VIS,s18,ne_02,38321,-1,38332,negative,,micro-expression,12,0.48,-38321,-1532.84,,,,,,,
42,SMIC_VIS,s18,sur_01,8774,-1,8782,surprise,,micro-expression,9,0.36,-8774,-350.96,,,,,,,
43,SMIC_VIS,s18,sur_02,21355,-1,21362,surprise,,micro-expression,8,0.32,-21355,-854.2,,,,,,,
44,SMIC_VIS,s18,sur_03,22077,-1,22083,surprise,,micro-expression,7,0.28,-22077,-883.08,,,,,,,
45,SMIC_VIS,s18,sur_04,26385,-1,26393,surprise,,micro-expression,9,0.36,-26385,-1055.4,,,,,,,
46,SMIC_VIS,s18,sur_05,63072,-1,63081,surprise,,micro-expression,10,0.4,-63072,-2522.88,,,,,,,
47,SMIC_VIS,s19,po_01,46013,-1,46021,positive,,micro-expression,9,0.36,-46013,-1840.52,,,,,,,
48,SMIC_VIS,s19,sur_01,7389,-1,7401,surprise,,micro-expression,13,0.52,-7389,-295.56,,,,,,,
49,SMIC_VIS,s20,ne_01,7750,-1,7754,negative,,micro-expression,5,0.2,-7750,-310,,,,,,,
50,SMIC_VIS,s20,ne_02,7919,-1,7926,negative,,micro-expression,8,0.32,-7919,-316.76,,,,,,,
51,SMIC_VIS,s20,ne_03,18860,-1,18868,negative,,micro-expression,9,0.36,-18860,-754.4,,,,,,,
52,SMIC_VIS,s20,ne_04,25312,-1,25317,negative,,micro-expression,6,0.24,-25312,-1012.48,,,,,,,
53,SMIC_VIS,s20,ne_05,28634,-1,28641,negative,,micro-expression,8,0.32,-28634,-1145.36,,,,,,,
54,SMIC_VIS,s20,ne_06,29742,-1,29746,negative,,micro-expression,5,0.2,-29742,-1189.68,,,,,,,
55,SMIC_VIS,s20,ne_07,29777,-1,29780,negative,,micro-expression,4,0.16,-29777,-1191.08,,,,,,,
56,SMIC_VIS,s20,ne_08,30199,-1,30209,negative,,micro-expression,11,0.44,-30199,-1207.96,,,,,,,
57,SMIC_VIS,s20,ne_09,32171,-1,32179,negative,,micro-expression,9,0.36,-32171,-1286.84,,,,,,,
58,SMIC_VIS,s20,ne_10,39557,-1,39561,negative,,micro-expression,5,0.2,-39557,-1582.28,,,,,,,
59,SMIC_VIS,s20,ne_11,72994,-1,73001,negative,,micro-expression,8,0.32,-72994,-2919.76,,,,,,,
60,SMIC_VIS,s20,ne_12,70819,-1,70828,negative,,micro-expression,10,0.4,-70819,-2832.76,,,,,,,
61,SMIC_VIS,s20,ne_13,71600,-1,71609,negative,,micro-expression,10,0.4,-71600,-2864,,,,,,,
62,SMIC_VIS,s20,ne_14,72056,-1,72066,negative,,micro-expression,11,0.44,-72056,-2882.24,,,,,,,
63,SMIC_VIS,s20,po_01,12189,-1,12200,positive,,micro-expression,12,0.48,-12189,-487.56,,,,,,,
64,SMIC_VIS,s20,po_02,24243,-1,24252,positive,,micro-expression,10,0.4,-24243,-969.72,,,,,,,
65,SMIC_VIS,s20,po_03,49717,-1,49722,positive,,micro-expression,6,0.24,-49717,-1988.68,,,,,,,
66,SMIC_VIS,s20,sur_01,11778,-1,11787,surprise,,micro-expression,10,0.4,-11778,-471.12,,,,,,,
67,SMIC_VIS,s20,sur_02,35764,-1,35769,surprise,,micro-expression,6,0.24,-35764,-1430.56,,,,,,,
68,SMIC_VIS,s20,sur_03,52951,-1,52962,surprise,,micro-expression,12,0.48,-52951,-2118.04,,,,,,,
69,SMIC_VIS,s20,sur_04,53366,-1,53375,surprise,,micro-expression,10,0.4,-53366,-2134.64,,,,,,,
70,SMIC_VIS,s20,sur_05,55488,-1,55494,surprise,,micro-expression,7,0.28,-55488,-2219.52,,,,,,,
0,SMIC_NIR,s11,ne_01,8020,-1,8025,negative,,micro-expression,6,0.24,-8020,-320.8,,,,,,,
1,SMIC_NIR,s11,ne_02,29992,-1,29999,negative,,micro-expression,8,0.32,-29992,-1199.68,,,,,,,
2,SMIC_NIR,s11,ne_03,41251,-1,41260,negative,,micro-expression,10,0.4,-41251,-1650.04,,,,,,,
3,SMIC_NIR,s11,po_01,19840,-1,19851,positive,,micro-expression,12,0.48,-19840,-793.6,,,,,,,
4,SMIC_NIR,s11,po_02,53895,-1,53906,positive,,micro-expression,12,0.48,-53895,-2155.8,,,,,,,
5,SMIC_NIR,s11,po_03,57103,-1,57113,positive,,micro-expression,11,0.44,-57103,-2284.12,,,,,,,
6,SMIC_NIR,s11,sur_01,64773,-1,64780,surprise,,micro-expression,8,0.32,-64773,-2590.92,,,,,,,
7,SMIC_NIR,s12,po_01,23507,-1,23519,positive,,micro-expression,13,0.52,-23507,-940.28,,,,,,,
8,SMIC_NIR,s12,po_02,24646,-1,24652,positive,,micro-expression,7,0.28,-24646,-985.84,,,,,,,
9,SMIC_NIR,s12,po_03,25903,-1,25914,positive,,micro-expression,12,0.48,-25903,-1036.12,,,,,,,
10,SMIC_NIR,s12,po_04,46817,-1,46823,positive,,micro-expression,7,0.28,-46817,-1872.68,,,,,,,
11,SMIC_NIR,s12,po_05,46900,-1,46907,positive,,micro-expression,8,0.32,-46900,-1876,,,,,,,
12,SMIC_NIR,s12,po_06,47627,-1,47636,positive,,micro-expression,10,0.4,-47627,-1905.08,,,,,,,
